Number,Name,Address,Latitude,Longitude,Banking,Bonus,Status,Contract Name,Bike Stands,Available Bike Stands,Available Bikes,Last Update Date,Last Update - Time
1,Saint Pierre,Rue Eloi Morel angle bd baraban,49.901646,2.303244,False,False,Open,Amiens,20,16,0,09-06-2025,13:11:37
1,Jardines De Pereda,Jardines de Pereda (Aprox. Correos y Castelar),43.461719,-3.8021,True,False,Closed,Santander,40,36,4,17-01-2024,13:59:16
1,Lattre De Tassigny,AVENUE DU MARECHAL DE LATTRE DE TASSIGNY,48.7988351,2.453876338,True,False,Open,Creteil,26,26,0,20-05-2024,11:11:59
1,Woostower,Borne Evènementielle n°1,45.72463042,4.829194816,False,False,Open,Lyon,6,0,0,15-07-2025,13:11:26
1,Theatre Des Arts,DEVANT N°7 BIS RUE JEANNE D'ARC,49.43952415,1.08880495,True,False,Closed,Rouen,25,2,0,03-07-2023,13:27:37
1,Parvis De La Gare,Avenue du GEnEral Leclerc,47.742424,7.342152,True,False,Closed,Mulhouse,40,39,0,26-03-2025,11:48:54
1,Glorieta Olimpica,GLORIETA OLIMPICA - Aprox. Concejal Alberto JimEnez-Becerril,37.41292355,-5.988905938,False,False,Open,Seville,20,17,3,12-11-2025,14:49:46
1,Guillendecastro,C/GUILLEM DE CASTRO esquina con C/NA JORDANA,39.48001,-0.38302,False,False,Open,Valence,25,21,4,12-11-2025,14:53:53
1,Leon Xiii,LEON XIII-RUE DE BONNEVOIE ( DEVANT N° 103 ),49.598211,6.137526,False,False,Open,Luxembourg,20,19,1,12-11-2025,14:54:50
1,Octave Henry,001 - OCTAVE HENRY - RUE DE GEMBLOUX / HALL OMNISPORT,50.47536,4.84661,False,False,Open,Namur,15,8,7,12-11-2025,14:51:54
1,Poids De L'Huile,12 RUE DU POIDS DE L'HUILE,43.60419,1.445475,False,False,Open,Toulouse,19,1,18,12-11-2025,14:57:16
1,Prefecture,Place du Port Communeau,47.21983982,-1.554891341,True,False,Open,Nantes,33,28,4,12-11-2025,14:56:50
1,Leopold Ii,LEOPOLD II - AVENUE DE TERVUREN FACE / TERVURENLAAN VOOR 218,50.836304,4.41505,False,True,Open,Bruxelles-Capitale,20,8,12,12-11-2025,14:55:42
1,Dominicains  Fourier,Angle rue Pierre FOURIER et rue des Dominicains,48.69246545,6.183400554,True,False,Open,Nancy,25,7,18,12-11-2025,14:50:09
1,Gare Viotte,GARE VIOTTE Parc des Glacis - EntrEe Avenue de la Paix,47.246419,6.022567,True,True,Open,Besancon,30,16,14,12-11-2025,14:54:19
1,Arkikatedra,Šventaragio g.,54.68590826,25.28560002,False,False,Closed,Vilnius,21,0,0,12-11-2025,14:55:47
2,Pasteur  Fac De Droit,AVENUE PASTEUR,49.44428497,1.078383026,True,False,Closed,Rouen,20,20,0,03-07-2023,13:29:43
2,Les Halles,Rue J Natiere,49.89603239,2.295043975,False,False,Closed,Amiens,20,18,0,01-07-2025,00:55:42
2,Hopital Intercommunal,AVENUE DE VERDUN,48.79617363,2.463706246,True,False,Open,Creteil,22,9,4,09-12-2023,14:54:02
2,Republique,3 Place de la REpublique,47.74596072,7.341412568,True,False,Closed,Mulhouse,14,14,0,08-04-2025,11:27:00
2,Plaza De Las Brisas,Plaza de las Brisas (Aprox. Jardines de Piquio),43.47441267,-3.785781345,True,False,Closed,Santander,20,20,0,17-01-2024,14:39:18
2,Gran Plaza,GRAN PLAZA - Aprox. Calle Marquez de Pickman,37.38157805,-5.965223966,False,False,Open,Seville,18,0,0,24-04-2025,14:01:35
2,Callesalvadorginercallemuseo,Salvador Giner - C. Museo,39.47985713,-0.379839115,False,False,Open,Valence,15,14,1,12-11-2025,14:49:09
2,Eloy,ELOY - Rue Eloy / Eloystraat,50.836151,4.326019,False,False,Open,Bruxelles-Capitale,25,16,7,12-11-2025,14:48:24
2,Croix Du Feu,002 - CROIX DU FEU - AV DES CROIX DU FEU / RUE MUZET FACE N°7,50.470692,4.852803,False,False,Open,Namur,15,6,9,12-11-2025,14:55:15
2,Lafayette,21 RUE LAFAYETTE,43.604885,1.445306,True,False,Open,Toulouse,24,1,21,12-11-2025,14:56:18
2,Place De La Carriere,Angle Place de la Carrière et rue des MarEchaux,48.69459816,6.182294086,False,False,Open,Nancy,16,9,6,12-11-2025,14:55:25
2,Barboros Radvilaites,Pilies g. – RadvilaitEs g. sankryZa,54.68447055,25.28936958,False,False,Closed,Vilnius,21,21,0,12-11-2025,14:56:03
2,Hôtel De Ville,"29, rue de Strasbourg",47.21857181,-1.55348429,False,False,Open,Nantes,20,18,2,12-11-2025,14:52:18
2,Remparts,Rue Battant (au niveau du Square Bouchot),47.243497,6.021877,False,False,Open,Besancon,10,3,7,12-11-2025,14:53:57
2,Gare Centrale,GARE CENTRALE 2 - PLACE DE LA GARE N°3-5,49.601051,6.133744,False,False,Open,Luxembourg,21,18,0,12-11-2025,14:57:29
3,Rue Du General Leclerc  Centre Ancien,En face du 1 ter rue de joly,48.79078862,2.464890185,True,False,Open,Creteil,24,13,9,02-05-2024,05:01:57
3,Vieux Marche,PLACE DU VIEUX MARCHE,49.44340062,1.089234065,True,False,Open,Rouen,24,0,0,09-05-2023,13:04:52
3,Place De La Concorde,Place de la Concorde / Angle rue de l'Arsenal,47.746818,7.335238,False,False,Closed,Mulhouse,12,12,0,03-04-2025,11:45:49
3,Vogel,Bd du jardin des plantes,49.89812439,2.295195128,False,False,Open,Amiens,20,20,0,10-06-2025,12:58:48
3,Parque Las Llamas,Parque las Llamas (Aprox. Palacio de Deportes),43.47573226,-3.798063871,True,False,Open,Santander,20,0,0,18-12-2023,12:38:33
3,Strasbourg,"4, rue des CarmElites - Place Tirant Lo Blanc",47.21682,-1.551979,False,False,Open,Nantes,15,13,2,12-11-2025,14:54:03
3,Alsacelorraine  Pomme,62 RUE DE LA POMME,43.603302,1.445454,False,False,Open,Toulouse,18,1,17,12-11-2025,14:56:14
3,Puerta De La Barqueta,PUERTA DE LA BARQUETA - Aprox. Puente de la Barqueta,37.40564154,-5.998488241,False,False,Open,Seville,40,29,11,12-11-2025,14:52:30
3,Battant,Rue de la Madeleine- Face à la rue de l'Ecole,47.239978,6.019691,True,False,Open,Besancon,15,12,3,12-11-2025,14:57:06
3,Porte De Flandre ,PORTE DE FLANDRE/VLAAMSEPOORT - BLD DE NIEUPORT/NIEUWPOORTLAAN 1,50.853203,4.341823,False,False,Open,Bruxelles-Capitale,21,7,12,12-11-2025,14:55:52
3,Stroossbuerger Plaz,"17 Rue du Commerce ,Face 19",49.600415,6.129234,False,False,Open,Luxembourg,20,14,2,12-11-2025,14:54:58
3,Plazamusicolopezchavarri,Plaza del Musico López Chavarri,39.47680312,-0.380379115,False,False,Open,Valence,20,19,0,12-11-2025,14:48:02
3,Gare Du Nord,003 - GARE DU NORD - BD DU NORD FACE 5,50.47001,4.86199,False,False,Open,Namur,15,9,6,12-11-2025,14:55:07
3,K Sirvydo Skveras,Pilies g. – Bokšto g. sankryža,54.68093041,25.2884646,False,False,Closed,Vilnius,18,18,0,12-11-2025,14:56:03
3,Place De Dombasle,Rue Stanislas - Face au n°68,48.69195795,6.17851022,False,False,Open,Nancy,28,6,22,12-11-2025,14:56:31
4,Gare De Namur,004 - GARE DE NAMUR - PLACE DE LA STATION / GARE,50.4683,4.86266,True,False,Closed,Namur,26,0,0,09-03-2023,15:39:23
4,Musee Des Beaux Arts,DEVANT N° 39 ALLEE EUGENE DELACROIX,49.44430798,1.093579586,True,False,Closed,Rouen,20,20,0,03-07-2023,14:59:59
4,Cormoran,Cormoran (Aprox. C/ de Manuel GarcIa Lago),43.47847181,-3.788653146,True,False,Closed,Santander,20,20,0,17-01-2024,14:39:26
4,Universite  Mail Des Meches,Avenue du GEnEral de Gaulle,48.78811078,2.446248652,True,False,Open,Creteil,40,32,4,20-05-2024,11:12:45
4,Parc Salvator,Rue de Metz devant parking Face rue de la SOMME,47.74831219,7.343104707,False,False,Open,Mulhouse,12,0,0,18-02-2025,14:14:57
4,Place Au Feurre,Place au Feurre,49.8972903,2.297864452,False,False,Open,Amiens,20,15,5,14-06-2025,03:05:31
4,Flore,7 rue de la Cassotte,47.24576329,6.028137274,False,False,Open,Besancon,11,8,3,12-11-2025,14:53:28
4,Calle Leonardo Da Vinci,CALLE LEONARDO DA VINCI - Aprox C/ Thomas Alba Edison,37.41011156,-6.005722269,False,False,Open,Seville,40,14,26,12-11-2025,14:52:34
4,Marche Central,Angle rue Saint-Dizier - Rue du Dr SCHMITT,48.68917333,6.18390463,True,False,Open,Nancy,18,16,2,12-11-2025,14:55:50
4,Jardin Aux Fleurs ,JARDIN AUX FLEURS/BLOEMENHOF - PLACE DU JARDIN AUX FLEURS/BLOEMENHOFPLEIN - RUE DES 6 JETONS/ZES PENNIGENSTRAAT 71,50.84786485,4.343521,False,False,Open,Bruxelles-Capitale,20,15,4,12-11-2025,14:56:32
4,Rocade,ROCADE-RUE DU LABORATOIRE ( DEVANT VDL ),49.602989,6.136083,False,False,Open,Luxembourg,25,18,0,12-11-2025,14:57:29
4,Gambetta  Steursule,15 RUE SAINTE-URSULE,43.602671,1.442031,False,False,Open,Toulouse,20,0,19,12-11-2025,14:56:31
4,Plazadelavirgencallebailia,Plaza de la Virgen - Bailía,39.47671512,-0.3754331,False,False,Open,Valence,25,13,10,12-11-2025,14:53:20
4,Moulin,"18, rue du Moulin",47.21666758,-1.554384714,False,False,Open,Nantes,12,11,1,12-11-2025,14:55:06
4,Rotuš?,Didžioji g.,54.67788858,25.28745212,False,False,Closed,Vilnius,12,12,0,12-11-2025,14:56:13
5,Glorieta De Los Delfines,Glorieta de los Delfines (Aprox. Avda de los Castros),43.47196611,-3.792854496,True,False,Closed,Santander,20,20,0,17-01-2024,14:50:00
5,Hotel De Ville,RUE DE L HOPITAL,49.44250559,1.098266338,True,False,Closed,Rouen,20,20,0,03-07-2023,15:00:37
5,General Leclerc ,144 RUE DU GENERAL LECLERC,48.78683891,2.468566572,True,False,Open,Creteil,18,14,4,10-04-2024,06:35:51
5,Bourse ,BOURSE / BEURS - RUE PAUL DEVAUX/PAUL DEVAUXSTRAAT,50.848893,4.349396,False,False,Closed,Bruxelles-Capitale,44,0,0,05-05-2025,21:03:04
5,St Leu,66 Rue St Leu,49.8990979,2.3005394,False,False,Open,Amiens,20,0,0,10-06-2025,13:47:01
5,Metz,Angle rue de Metz / AV du President Kennedy devant Chambre des MEtiers,47.749314,7.341124,False,False,Open,Mulhouse,15,14,1,05-02-2025,14:26:06
5,Filharmonija,Didžioji g. – Suba?iaus g. sankryža,54.6762269,25.28861228,False,False,Closed,Vilnius,12,12,0,12-11-2025,14:56:05
5,Marengo  Leduc,FACE AU 5 RUE RENE LEDUC,43.611386,1.456729,False,False,Open,Toulouse,19,19,0,12-11-2025,14:55:46
5,Isenbart,Quai de Strasbourg (Pont Denfert Rochereau),47.242745,6.025208,False,False,Open,Besancon,10,4,6,12-11-2025,14:57:11
5,Brossard,"12, AllEe Duquesne",47.21883723,-1.556749263,False,False,Open,Nantes,18,13,5,12-11-2025,14:55:45
5,Camino De Los Descubrimientos,CAMINO DE LOS DESCUBRIMIENTOS - Aprox. C/ Thomás Alba Edison,37.41104356,-6.001959256,False,False,Open,Seville,40,0,40,12-11-2025,14:52:22
5,Place Colonel Driant,Rue Drouin - Face au n°2,48.6921301,6.1872695,False,False,Open,Nancy,16,14,2,12-11-2025,14:52:45
5,Paraiser Plaz,PARAISER PLAZ - Rue Sainte ZITHE devant n°49 angle Place de Paris,49.603694,6.130189,False,False,Open,Luxembourg,25,21,0,12-11-2025,14:53:38
5,Pintorlopezpzapoetallorente,Plaza Poeta Llorente,39.47686312,-0.371231088,False,False,Open,Valence,15,0,15,12-11-2025,14:54:00
6,Faculdad De Ciencias,Facultad de las Ciencias (Aprox. Glorieta de los Delfines),43.47110611,-3.800586459,True,False,Open,Santander,25,25,0,18-12-2023,15:15:16
6,Porte Jeune,Angle av de Colmar / av du President Kennedy devant Porte Jeune,47.75006905,7.338714139,False,False,Closed,Mulhouse,18,18,0,26-03-2025,16:29:43
6,Citadelle Montrescu,Avenue du gEnEral du Gaulle,49.904325,2.30082,False,False,Open,Amiens,50,45,0,27-05-2025,16:47:48
6,Chu  Rue De Germont,DEVANT N° 6 RUE EDOUARD ADAM,49.44120119,1.105985503,True,False,Closed,Rouen,15,15,0,03-07-2023,14:59:54
6,Avenue De La Breche,AVENUE DE LA BRECHE,48.78350103,2.454576358,True,False,Open,Creteil,24,17,6,20-05-2024,11:13:02
6,Parc Micaud,Avenue Edouard Droz,47.242575,6.029757,True,False,Open,Besancon,15,13,2,12-11-2025,14:48:24
6,Place Du Cirque,"7, allEe Duquesne",47.21759668,-1.556937645,True,False,Open,Nantes,21,16,5,12-11-2025,14:51:13
6,Gare Centrale ,GARE CENTRALE/CENTRAAL STATION - BLD DE L'IMPERATRICE/KEIZERINLAAN,50.845333,4.356475,False,False,Open,Bruxelles-Capitale,40,13,22,12-11-2025,14:54:49
6,Al Breck,AL BRECK - VIADUC / BOULEVARD DE LA PETRUSSE,49.60481,6.133404,False,False,Open,Luxembourg,15,8,4,12-11-2025,14:56:29
6,Les,2 rue Emilie du Châtelet,48.69542015,6.195228613,False,False,Open,Nancy,16,6,10,12-11-2025,14:57:32
6,Lois  Capitole,10 RUE DES LOIS,43.605161,1.442323,False,False,Open,Toulouse,18,0,16,12-11-2025,14:55:37
6,Guillencastroconcallesanpedropascual,Guillem de Castro - San Pedro Pascual,39.4727661,-0.384174124,False,False,Open,Valence,15,6,9,12-11-2025,14:48:15
6,Hal?s Turgaviet?,Vis? Švent?j? g. – Bazilijon? g. sankryža,54.67422353,25.2855307,False,False,Closed,Vilnius,9,0,0,12-11-2025,14:56:10
7,Chu  Boulevard Gambetta,RUE D' AMIENS,49.4388538,1.107488427,True,False,Closed,Rouen,20,0,0,03-07-2023,13:29:34
7,Facultad De Derecho,Facultad de Derecho (Aprox. Facultad de Ciencias),43.47016611,-3.806499478,True,False,Closed,Santander,30,30,0,17-01-2024,15:59:35
7,College Saintmartin,68 rue Delpech à proximitE du Collège St Martin,49.8842726,2.294836,False,False,Open,Amiens,15,14,0,13-06-2025,13:11:45
7,Avenue Du Docteur Paul Casalis,Avenue du docteur Paul Casalis,48.78021353,2.469692231,True,False,Open,Creteil,20,17,2,20-05-2024,11:15:21
7,Mairie,Av du PrEsident Kennedy angle rue Pierre et Marie Curie devant Credit Mutuel,47.7494111,7.335779026,False,False,Open,Mulhouse,15,0,0,18-02-2025,15:16:40
7,Barillerie,"2, allEe Penthièvre",47.21533136,-1.556126126,True,False,Open,Nantes,30,20,10,20-04-2025,08:50:36
7,Parc ,PARC/PARK - RUE ROYALE  (FACE N°66-68)/KONINGSSTRAAT (TEGENOVER N°66-68),50.846319,4.362244,False,True,Open,Bruxelles-Capitale,25,5,20,12-11-2025,14:49:51
7,Ange,007 - ANGE - PLACE DE L ANGE FACE 95,50.46424,4.8652,False,False,Open,Namur,15,10,5,12-11-2025,14:55:13
7,Rousegaertchen,ROUSEGAERTCHEN - PLACE DES MARTYRS,49.605818,6.129062,False,False,Open,Luxembourg,15,7,4,12-11-2025,14:56:05
7,Calle Americo Vespucio,CALLE AMERICO VESPUCIO - Aprox. Calle de Jacques Cousteau,37.407524,-6.007428,False,False,Open,Seville,20,15,4,12-11-2025,14:54:38
7,Place Victor Hugo,6 RUE DU REMPART VILLENEUVE,43.605777,1.446507,False,False,Open,Toulouse,25,2,23,12-11-2025,14:57:24
7,Pzadelmercadotauladecanvis,Plaza del Mercado - Taula de Canvis,39.47484011,-0.379276111,False,False,Open,Valence,19,17,1,12-11-2025,14:56:09
7,Stotis,Sein? g. – Geležinkelio g. sankryža,54.67115499,25.28417915,False,False,Closed,Vilnius,18,18,0,12-11-2025,14:57:08
7,Place St Epvre,Place du Colonel Fabien,48.6952351,6.1798109,False,False,Open,Nancy,20,20,0,12-11-2025,14:52:32
7,Gare Mouillere,Parvis de la Gare,47.240147,6.033776,False,False,Open,Besancon,18,14,4,12-11-2025,14:55:38
8,Plaza De Italia,Plaza de Italia (Aprox. C/ de Joaquín Costa),43.47180483,-3.781346135,True,False,Open,Santander,15,1,0,18-12-2023,13:49:11
8,Porte Haute,Rue Gutenberg angle rue l'Arsenal,47.7469932,7.332063268,False,False,Open,Mulhouse,15,0,0,17-02-2025,15:42:28
8,Saint Marc,RUE ARMAND CARREL,49.43811211,1.100852282,True,False,Closed,Rouen,20,0,0,03-07-2023,14:53:49
8,Rond Point Hotel De Ville,Avenue de la France Libre,48.77735245,2.455378432,True,False,Open,Creteil,34,18,16,10-04-2024,03:37:25
8,Vanmarcke,Rue Edouard David,49.89685151,2.301575829,False,False,Open,Amiens,13,0,0,22-04-2025,12:48:17
8,Plazadelareinaesquinacalledelmar,Plaza de la Reina - Mar,39.473849,-0.375389,False,False,Open,Valence,9,5,4,12-11-2025,14:48:06
8,Marulaz,Place Marulaz,47.239611,6.017099,False,False,Open,Besancon,10,7,3,12-11-2025,14:50:42
8,Artsloi ,ARTS-LOI/KUNST-WET -  AVENUE DES ARTS/KUNSTLAAN 24,50.845683,4.368582,False,True,Open,Bruxelles-Capitale,42,24,16,12-11-2025,14:50:33
8,Boucherie,"4, rue de la Boucherie",47.21620089,-1.55711168,True,False,Open,Nantes,24,12,12,12-11-2025,14:55:09
8,Metzer Plaz,METZER PLAZ - PLACE DE METZ,49.607346,6.12762,False,False,Open,Luxembourg,20,12,3,12-11-2025,14:53:36
8,Cours Leopold  Saint Michel,Angle rue Saint-Michel et cours LEopold,48.69561407,6.176768408,False,False,Open,Nancy,18,10,8,12-11-2025,14:53:51
8,Vidal  Saintjerôme,19 RUE PAUL VIDAL,43.603205,1.448118,False,False,Open,Toulouse,25,13,10,12-11-2025,14:57:26
8,Maironio,K?dr? g. – Maironio g. sankryža,54.67852,25.29385654,False,False,Closed,Vilnius,15,0,0,12-11-2025,14:56:06
9,Republique  Quai Corneille,RUE DE LA REPUBLIQUE,49.43748987,1.096252291,True,False,Closed,Rouen,20,1,0,03-07-2023,15:46:02
9,Avenida De La Magdalena,Avenida de la Magdalena (Aprox. Avda de la Reina Victoria),43.46914941,-3.773275976,True,False,Open,Santander,15,15,0,28-11-2023,13:29:19
9,Cathedrale,Rue Flatters,49.89508212,2.299395004,False,False,Closed,Amiens,17,17,0,01-07-2025,00:20:10
9,Europarc,ALLEE FERNAND POUILLON,48.76603756,2.471314855,True,False,Open,Creteil,22,13,7,20-05-2024,11:12:43
9,Nessel,BOULEVARD CHARLES STOESSEL,47.745105,7.329143,True,False,Closed,Mulhouse,15,15,0,26-03-2025,15:38:36
9,Place Barrois,Place Barrois,48.69950233,6.20473564,False,False,Open,Nancy,17,13,4,12-11-2025,14:53:09
9,Anneessens,Bd Maurice Lemonnier / Maurice Lemonnierlaan 44,50.844045,4.345048,False,False,Open,Bruxelles-Capitale,35,14,14,12-11-2025,14:56:32
9,Convict,CONVICT - PLACE DU FOYER,49.6059,6.1199,False,False,Open,Luxembourg,20,18,0,12-11-2025,14:54:05
9,Užupis,Užupio g. – Krivi? g. sankryža,54.68114579,25.29904378,False,False,Closed,Vilnius,12,0,0,12-11-2025,14:55:14
9,Guepin,Angle rue du Calvaire / Rue GuEpin,47.21581459,-1.559017485,False,False,Open,Nantes,14,14,0,12-11-2025,14:54:58
9,Roquemaurel  Maillard,RUE ROQUEMAUREL / ANGLE 3 RUE ANNE FRANCK,43.596069,1.410505,True,False,Open,Toulouse,18,16,0,12-11-2025,14:55:55
9,La City,Avenue Louise Michel angle rue Plançon,47.235434,6.015261,False,False,Open,Besancon,20,11,9,12-11-2025,14:57:14
9,Plazatetuan,Plaza de Tetuán,39.47432311,-0.370021083,False,False,Open,Valence,25,20,5,12-11-2025,14:56:28
10,Magellan,RUE MAGELLAN,48.76895633,2.456664668,True,False,Open,Creteil,20,8,12,20-05-2024,11:12:54
10,Palais De Justice,Place D' Aguesseau,49.89335886,2.301314221,False,False,Open,Amiens,20,0,0,22-04-2025,11:38:11
10,Place Carnot,COURS CLEMENCEAU,49.43369738,1.090902943,True,False,Open,Rouen,15,15,0,03-07-2023,16:27:56
10,Plaza De San Martin,Plaza de San Martin (Aprox. Avda de la Reina Victoria y Castelar),43.46355212,-3.788005479,True,False,Closed,Santander,15,15,0,17-01-2024,13:03:05
10,Place De La Paix,Rue de la SINNE angle rue CH.BRUN devant Eglise St ETIENNE,47.74418638,7.335726655,True,False,Open,Mulhouse,13,13,0,11-03-2025,14:11:25
10,Gare Thiers,Rue Mazagran,48.69037,6.175677,True,False,Open,Nancy,39,31,8,12-11-2025,14:50:48
10,Picasso,"12, mail Pablo Picasso",47.216207,-1.533796,False,False,Open,Nantes,40,5,34,12-11-2025,14:56:17
10,Place Esquirol,15 PL ETIENNE ESQUIROL,43.600348,1.444659,True,False,Open,Toulouse,44,22,17,12-11-2025,14:57:18
10,Arthur Masson,010 - ARTHUR MASSON - SQUARE ARTHUR MASSON N 5,50.46364,4.87353,False,False,Open,Namur,15,8,7,12-11-2025,14:55:56
10,Calledelhospitalfrentecallehornodelhosp,Hospital - Horno del Hospital,39.47078409,-0.382701119,False,False,Open,Valence,15,8,6,12-11-2025,14:55:48
10,Calle Jose Diaz,CALLE JOSE DIAZ - Aprox. Avda Concejal Alberto JimEnez-Becerril,37.409109,-5.990943,False,False,Open,Seville,20,19,0,12-11-2025,14:47:56
10,Mareler Parc,MARELER PARC - RUE DU 10 SEPTEMBRE ( DEVANT N° 108 ),49.608146,6.111627,False,False,Open,Luxembourg,15,11,1,12-11-2025,14:53:57
10,Chapelle ,Pl de la Chapelle / Kapelleplein,50.841345,4.351729,False,False,Closed,Bruxelles-Capitale,20,12,8,12-11-2025,14:53:45
10,Kaln? Parkas,T. Kosciuškos g.,54.68866096,25.29316907,False,False,Closed,Vilnius,9,0,0,12-11-2025,14:56:13
11,Port D' Amont,Bd Du Port D' Amont,49.89557785,2.30619108,False,False,Open,Amiens,20,0,0,06-06-2025,13:36:37
11,Clemenceau Joffre,COURS CLEMENCEAU,49.43464614,1.08795949,True,False,Closed,Rouen,20,20,0,03-07-2023,13:29:45
11,Puerto Chico,Puerto Chico (Aprox.Paseo Pereda y San Martín),43.46214308,-3.797241449,True,False,Closed,Santander,25,20,4,17-01-2024,12:00:45
11,Place Du Printemps,Rue du Printemps angle Rue Courte,47.750127,7.348552,False,False,Closed,Mulhouse,13,13,0,28-03-2025,18:12:43
11,Sablon ,SABLON / ZAVEL - RUE DE LA REGENCE / REGENTSCHAPSSTRAAT 20,50.84040454,4.356998398,False,True,Closed,Bruxelles-Capitale,17,0,0,12-11-2025,14:53:23
11,Cite Administrative,011 - CITE ADMINISTRATIVE - BD CAUCHY,50.46786,4.87352,False,False,Open,Namur,10,5,5,12-11-2025,14:55:48
11,Place De La Daurade,2 PL DE LA DAURADE,43.601888,1.440368,True,False,Open,Toulouse,23,1,21,12-11-2025,14:56:24
11,Winston Churchill,WINSTON CHURCHILL - PLACE CHURCHILL,49.611317,6.120003,False,False,Open,Luxembourg,15,10,4,12-11-2025,14:55:29
11,Pzaaytoconcallecotanda,Plaza Ayuntamiento - Cotanda,39.4711541,-0.376875101,False,False,Open,Valence,27,8,19,12-11-2025,14:55:57
11,Karaliaus Mindaugo Tiltas,Žygimant? g.,54.68870707,25.28717553,False,False,Closed,Vilnius,15,0,0,12-11-2025,14:55:09
11,Jean Cornet,Place Jean Cornet,47.236363,6.028817,False,False,Open,Besancon,10,5,5,12-11-2025,14:56:43
11,Alberto Jimenez Becerril,Avda Alberto JimEnez Becerril - Antes Calle Maimonides,37.40665,-5.993109,False,False,Open,Seville,20,6,14,12-11-2025,14:50:14
11,Mazagran  Foch,Rue Pierre SEmard,48.689399,6.177771,True,False,Open,Nancy,28,19,9,12-11-2025,14:50:00
11,Calvaire,"8, rue du Calvaire - Place des Volontaires de la DEfense Passive",47.21557894,-1.560675284,False,False,Open,Nantes,15,15,0,12-11-2025,14:52:45
12,Calle Alta,Calle Alta (Aprox. Mercado de MExico),43.45796625,-3.824801242,True,False,Closed,Santander,15,15,0,17-01-2024,10:56:32
12,Amiens,Bd Alsace Lorraine,49.89223829,2.30769408,False,False,Open,Amiens,18,16,0,09-06-2025,13:29:05
12,Place Des Cotonniers,PLACE DES COTONNIERS,49.43087672,1.081412106,True,False,Open,Rouen,20,20,0,30-06-2022,14:08:00
12,Stalingrad,Rue de Stalingrad angle rue Savator,47.74929728,7.346391524,False,False,Closed,Mulhouse,15,15,0,26-03-2025,16:02:23
12,Callesalva,Calle Salvá - Calle Poeta Querol (Antigua ubicación MINYANA),39.471935,-0.374101,False,False,Open,Valence,20,1,19,12-11-2025,14:52:03
12,Pargaminières  Lakanal,66 RUE PARGAMINIERES,43.60459,1.44002,False,False,Open,Toulouse,11,0,7,12-11-2025,14:53:11
12,Place Saintnicolas,012 - PLACE SAINT-NICOLAS - AVENUE ALBERT 1ER / PARKING P + R,50.46687,4.88484,False,False,Open,Namur,15,5,10,12-11-2025,14:53:45
12,St Sebastien  St Thiebaut,Angle rue Saint-Thiebaut et rue du Grand Rabbin HAGUENAUER,48.68861413,6.179500104,False,False,Open,Nancy,22,18,4,12-11-2025,14:54:21
12,Plaza Duquesa De Alba,PLAZA DUQUESA DE ALBA - Puente de la Barqueta,37.40386954,-5.994904227,False,False,Open,Seville,30,28,1,12-11-2025,14:53:26
12,Granvelle,Place Granvelle,47.235437,6.025724,True,False,Open,Besancon,15,13,2,12-11-2025,14:53:59
12,Hamilius,HAMILIUS - Avenue Monterey,49.610738,6.126743,False,False,Open,Luxembourg,20,4,12,12-11-2025,14:55:50
12,V Kudirkos Aikšt?,Gedimino pr. (V. Kudirkos aikšt?),54.68727317,25.28012935,False,False,Closed,Vilnius,15,0,0,12-11-2025,14:56:11
12,Delorme,"1, boulevard Gabriel Guist'Hau - Place Delorme",47.21515819,-1.563900673,True,False,Open,Nantes,20,20,0,12-11-2025,14:48:40
12,Trone ,Av Marnix / Marnixlaan 30,50.840458,4.365981,False,False,Open,Bruxelles-Capitale,32,14,18,12-11-2025,14:55:41
13,Marche,Rue du PrEsident Roosevelt angle rue Franklin,47.750923,7.329854,False,False,Open,Mulhouse,13,6,0,30-04-2024,17:23:33
13,Calle De San Fernando,Calle de San Fernando (Aprox. Paseo del Alameda),43.46072554,-3.817978245,True,False,Closed,Santander,25,25,0,17-01-2024,12:02:08
13,Saint Sever,PLACE SAINT SEVER,49.43088051,1.086095305,True,False,Closed,Rouen,20,19,0,03-07-2023,16:38:12
13,Gare Jules Barni,Rue Jules Barni,49.889774,2.3091,False,False,Open,Amiens,18,15,3,27-06-2025,16:31:54
13,Saint Nicolas  Charles Iii,71 rue Saint-Nicolas,48.688015,6.187451,False,False,Open,Nancy,16,16,0,12-11-2025,14:53:27
13,Calle Feria,CALLE FERIA - Aprox. C/ Resolana,37.40313353,-5.991918216,False,False,Open,Seville,15,14,1,12-11-2025,14:50:19
13,Lois  Esquile,1 RUE DE L ESQUILE,43.606146,1.44135,False,False,Open,Toulouse,15,0,14,12-11-2025,14:54:36
13,Lemonnier,Bd Maurice Lemonnier / Maurice Lemonnierlaan 204,50.840184,4.341324,False,False,Open,Bruxelles-Capitale,25,10,14,12-11-2025,14:55:50
13,Pont Des Ardennes,013 - PONT DES ARDENNES - PONT DES ARDENNES,50.46155,4.87609,False,False,Open,Namur,15,0,15,12-11-2025,14:56:05
13,Victor Hugo,"Place Victor Hugo (au niveau de la porte Noire, entrEe de la Citadelle)",47.234749,6.029566,True,False,Open,Besancon,14,9,5,12-11-2025,14:56:52
13,Bretagne Sud,"3, rue Pierre Chereau",47.21678795,-1.559161067,False,False,Open,Nantes,20,19,1,12-11-2025,14:57:26
